tweets,status
" @lahistoriaec: Yo no fui Ante la denuncia de sobreprecios en la compra de pruebas del Covid-19, el alcalde de #Quito Jorge Yunda separo,""""
",negativo 
" @lgaslonde: Se requiere localizar con urgencia a sus familiares en Venezuela Se trata del Doctor Rommel Casanova, venezolano, Medico Pe,""""",negativo
" @FFAAECUADOR: #Guayas| El Comando Logistico N° 74 Huancavilca, en apoyo al Municipio de Guayaquil, instalo dos carpas climatizadas en l,""""
",positivo 
"En Pedernales, provincia de Manabí, Plan Internacional Ecuador pudo hacer entrega de 106 kits de alimentos y 10 kits de prevención de 
#COVID19. Agradecemos a los donantes quienes hicieron posible apoyar a las familias.",positivo 
"Coronavirus: En transporte público se debe fomentar pago electrónico de tarifas, recomienda COE-N | https://t.co/ATNeamyjzt  #Israel #EEUU #Chile #Argentina 
#Colombia #Panamá #Ecuador #España #CoronavirusEc #Coronavirus #GYE #Quito",positivo
" @CMM_noticias: Sin fallecidos por #coronavirus en Ciudad Real, Cuenca y Guadalajara en las ultimas 24 horas  ,""""",positivo 
"#Ecuador | La mayoría de casos de corrupción involucra a mandos medios. La emergencia por el coronavirus, en Ecuador, ha destapado una ola de casos de corrupción cometidos en instituciones públicas a distintos niveles de Gobierno.

👉Vía @Primicias: https://t.co/yRnw8ezGcn https://t.co/lQdI4iZqd2",negativo
"Distribución de los casos de #coronavirusenEcuador, según reporte oficial difundido este 1 de junio de 2020. ► https://t.co/5PjRiCUuF5 https://t.co/atVp6EsKkJ",positivo
"Guayas sigue liderando con 14.128 positivos y 1.418 fallecidos, seguida de la andina de Pichincha, cuya capital es Quito, con 4.087 positivos y 311 muertes. #coronavirus https://t.co/VZXfxhmiiS",negativo
"Ecuador registra 3.394 muertos y 39.994 casos de coronavirus
INFORME: https://t.co/oVjaSB6KMQ",negativo
"🔴| CIFRAS: ¡#Ecuador registra 39.994 casos de COVID-19!
-
El Ministerio de Salud Pública entregó la cifra actualizada de personas contagiadas de #Coronavirus en el país 💉. Se detalló además que se han realizado 117.524 pruebas.
-
➡ Más detalles AQUÍ: https://t.co/5vWsbpeLs5 https://t.co/mbh9c0IxTn",positivo
" @itsabela: Esta semana lanzamos #losquenoaparecen, una seccion en la que los familiares que siguen buscando los cuerpos de sus seres que,""""
",negativo 
@eluniversocom Coronavirus en Ecuador: En junio se permite circulación de taxis los días domingos https://t.co/ApX1ueH9OQ,positivo
"Liga de Quito realiza pruebas de coronavirus al plantel profesional en el Rodrigo Paz 
https://t.co/5meuQVAqhV",positivo
"María del Carmen Galeana, como se identificó a la mujer, previamente había denunciado la indeferencia de la gente y falta de apoyo de las autoridades contra la pandemia.

https://t.co/oz3RdaXW16 a través de @elimparcialcom",negativo
"La corrupción de este gobierno de la época del coronavirus, junto con el de la década ganada es de llorar, se nos han llevado el país en peso, es más sabido el q más roba, 
se mete preso a quien critica, pero no a  quien con pruebas en mano se demuestra su ROBO, DESPIERTA ECUADOR",negativo
" @MinturZonal6: Miercoles 20:00 | Sigue en vivo la entrevista a la Coordinadora Zonal 6, Maria Eulalia Mora en Cañar Tv Conoce las accio,""""",positivo 
"#LOÚLTIMO | 215 casos de #Covid19 en nacionalidades indígenas de la #Amazonía. 

✔️10 Sucumbíos 
✔️84 Napo
✔️26 Orellana 
✔️65 Pastaza
✔️22 Morona Santiago 
✔️8 Zamora Chinchipe 

11 nuevos casos en #Shiwiar

❌13 fallecidos hasta este lunes. 

Información de @ConfeniaeOF. https://t.co/9XPJ2Hq6d8",negativo
#Covid19 | Desde el 3 de junio los peajes de Pichincha se automatizan. Conozca cómo pagar en línea » https://t.co/eMPl42dKVq https://t.co/Y3JjysHUZP,positivo
Actualización #Ecuador - 2020-06-04 Nuevos Casos : 552 Fallecidos por día : 48 Total Casos : 40966 Total Recuperados : 3 Total Fallecidos : 3486 #Coronavirus #COVID19  #EC,negativo
Coronavirus: El cantón Daule cumple su primer día en régimen de semáforo verde https://t.co/4eOMFKion5,positivo
" @Acess_Ec: #Chimborazo | Nuestra Delegada Provincial, Deysy Chimbo, realiza en la ciudad de #Riobamba inspeccion a laboratorio clinico p,""""",positivo 
"USD 15 863 millones suman pérdidas causadas por pandemia en #Ecuador

🔗Lee más: https://t.co/VXxBZX6QIK https://t.co/dLw8ajmM6U",negativo
"Ecuador inició hoy un desconfinamiento social paulatino tras 11 semanas de cuarentena, con el objetivo de avanzar en la reactivación económica del país, golpeada por la enfermedad del nuevo coronavirus. #AsiComoSuena #CorpoTV #NoticieroEnLinea https://t.co/MdI0Z2Mr1Y",positivo
"Para nosotros tu seguridad es importante al momento de viajar. En tiempos de alerta POST COVID-19 hay elementos que no pueden faltar en tu equipaje 
🤓 #SemaforoAmarilloQuito #COVID19 #Quito #Guayaquil #Ecuador #negocios #corporativo https://t.co/4a0e3T9TWQ",positivo
"@BaironValleP @AsambleaEcuador @RichardM_A @somos_rc @virgiliohernand @pabelml @marcelaguinaga @MauricioProanio @RicardoPatinoEC @PaolaPabonC 
@VocesDelSurEC @MonicaBritoRC @kolectiVOZ SOS ECUADOR#JUICIO POLITICO AL MINISTRO DE LA MUERTE MARTINEZ YA!!QUE PREFIRIO 
PAGAR LA DEUDA CON SOBREPRECIO ANTES QUE SALVAR VIDAS DEL CORONAVIRUS#POR ASESINATO AL PUEBLO#VIOLACION A LA CONSTITUCION y
POR MENTIROSO NO FUERON 350 SINO1200,QUE LO CONDENEN A 100.000 dias DE CARCEL!",negativo
¡BUENAS NOTICIAS EN #GUAYAQUIL! Uno de los equipos porteños no reportó ningún caso positivo: https://t.co/xBpUREOjBA https://t.co/COxYXYD2Ad,positivo
RT @EjercitoECU: ...que están en primera línea en la lucha contra el #COVID19,positivo 
" @Salud_CZ3: #Chimborazo Luisa Loza @GoberChimborazo, Hector Pulgar @Salud_CZ3, y Patricia Reategui, Responsable Zonal de Vigilancia  Epi,""""",positivo 
Coronavirus: Quito está con hospitales saturados y se alista para ir a un amarillo diferenciado https://t.co/wiGqNgou8W,negativo
"🔄| Situación nacional por Covid-19 (#Coronavirus) 📈:
-
▪39.994 Casos confirmados
▪52.000 Casos descartados
▪3.960 Casos recuperados
▪ 3.394 Fallecidos ⭕
▪ 4.583 Alta Hospitalaria
▪ 11.280 Alta Epidemiológicas
 -
 📲 El artículo completo en: https://t.co/I0RIrMZy0x https://t.co/l4hCvdL2u1",negativo
"#BALANCE | En #Ecuador hasta la mañana de este miercoles, se han confirmado 
38103 casos positivos de COVID-19 El ,""""",negativo 
El coronavirus me quitó el pilar de mi autoestima: mi medicina para el acné.,negativo
" @PedritoExtranja: Las protestas en un #Guayaquil arrasado por las dos pestes: Morenismo y COVID estan por todos lados Los maestros se c,""""
",negativo 
"#QUITO | Protocolo para subir a buses: usar mascarilla, respetar señalética, mantener dos metros de distancia, no tener síntomas de #covid19. Daniel Analuisa, de la Empresa de Pasajeros, da indicaciones en la Estación Labrador del Trolebús, norte de la ciudad

Video: @dpallerismo https://t.co/zoVCeWU3Fz",positivo
" @AgriculturaEc: El sistema de riego El Marcoen la provincia de Pichincha, ejecutado por el #ProyectoPit de @AgriculturaEc ha permitid,""""",positivo 
"Casos de coronavirus en Ecuador: lunes 1 de junio: 39994 confirmados, 3394 fallecidos. https://t.co/iqf95UWVfX",negativo
"RT @Freecanusa: 💔En 14 horas recordamos a Óscar Cabrera, médico residente en Quito. Falleció a los 34 años por #Covid_19. Le he conocido gr…",negativo
" @AbgMCrovato: Un muy querido amigo esta muriendo en Ecuador por coronavirus 
Mi pediatra, cuido a mis hijos sin cobrar, mientras estuve,""""",negativo 
" @lgaslonde: Se requiere localizar con urgencia a sus familiares en Venezuela Se trata del Doctor Rommel Casanova, venezolano, Medico Pe,""""",negativo
"Le preguntas a TODO el mundo en Guayaquil y el 99% ya tuvo sintomas de #Covid en el transcurso de marzo 
hasta hoy ,""""",negativo 
"#ATENCIÓN Se reportan casos de CoVID19 en centros de acogida de adultos mayores en Tungurahua. 
Lea la nota completa ➡️ https://t.co/ZbBQHgyRx6 https://t.co/3L8BT9zX5h",negativo
"Casos de coronavirus en Ecuador: lunes 1 de junio: 39994 confirmados,  3394 fallecidos https://t.co/4tvFvm2H4U @elyex https://t.co/zZG7IHAYRb",negativo
Protección contra el Coronavirus nivel Ecuador 🇪🇨. https://t.co/QzebE5lVgl,positivo
" @LAVOZDEDAULE: ((())) EN VIVO   Atento Ecuador  un poco de humor en esta emergencia sanitaria  La mija poliglota y abanderada, el t,""""",positivo 
" @KruskayaHC: Paro Internacional de Repartidorxs!! Vamos en Caravana por las calles de Quito Por derechos laborales ya #Covid_19 #YoNoRep,""""
",negativo 
" El medico radiologo Hector Ivan N se quito la vida tras ser acusado de violacion y dar positivo a #COVID19 en Sa ,""""",negativo
" @elcomerciocom: Que pasa si una empresa utilizo la figura de fuerza mayor para despedir trabajadores y aun sigue operando Ministro de,""""",negativo
"🇪🇨 Ecuador superó los 39.000 infectados y Quito prepara nueva fase de cuarentena. El cuarto país de Sudamérica más afectado por el coronavirus tiene 
3.358 fallecidos, mientras la ciudad capital ingresará en color amarillo, permitiendo algunas actividades",negativo
"Ecuador registra 1.140 nuevos casos de coronavirus y 263 fallecidos, tras dos días sin ofrecer balance - https://t.co/R8rSS5TI9E         
El número de fallecidos se elevó a 5.970, entre muertes confirmadas y probables. Source: Actualidad https://t.co/XFuQxC4lYG",negativo
"@rparrawong Quién espera la mentira q publican a diario, sigue totalmente perdido respecto a lo q el coronavirus ha hecho y está haciendo en 
ECUADOR, cambian de color la semaforizacion como si se cambiaran de ropa interior, se han enriquecido en base a mentir y nuestros muertos, MISERABLES",negativo
" @UNSIONTV: Segun el informe de la Coordinacion de Salud, en la Zona 6 existen 1 283 casos positivos de COVID-19, Azuay tiene 847, Cañar,""""",negativo
"Amiwos, no me importa si los manabas quieren adjudicarse las mejores mujeres, los hombres más machos, el mejor ceviche el mejor 
arroz con menestra el mejor racimo de verde el mejor coronavirus etc etc ...mientras en Guayaquil por siempre exista el mejor encebollado
 ME VALE 🥘 https://t.co/n1XE5xgTv2",negativo
" @lgaslonde: Se requiere localizar con urgencia a sus familiares en Venezuela Se trata del Doctor Rommel Casanova, venezolano, Medico Pe,""""",negativo
"Ecuador registra hasta este lunes, 1 de junio del 2020, 5 529 fallecidos en el contexto del covid-19 en el país: 3 394 son muertes confirmadas por el nuevo 
 coronavirus y otras 2 135 por sospecha de la enfermedad.  Además, el Gobierno confirmó que hay ya 40 000 casos positivos. https://t.co/hCs3FBmQuy",negativo
"⭕️ ACTUALIZACIÓN cifras #COVID19 provincia de #Loja 

⛔️ 364 casos confirmados 
⬇️
🏡  160 en aislamiento domiciliario 
🏥  19 hospitalizados; 5 sospechosos  
⚰️  19 fallecidos
❇️  166 recuperados",negativo
"#OjoAlDato Ecuador acepta, además de muertes por casos positivos de #COVID19, a fallecidos bajo sospecha de haber contraído la enfermedad. 
Hay 5.512 decesos en el contexto de la pandemia, pero solo 3.358 reportados como muertes oficiales.",negativo
" @NORMANVILCHES: @baradit Lo mas importante es que sepan q hay una cura para el Covid19, rapida y efectiva y 
nadie habla de ello!! Dioxido de Cloro prueb,""""",negativo 
" manifiesta su apoyo al Secretario General de la @OEA_oficial para enfrentar la pandemia de la #Covid_19 ,""""",positivo 
" @cpetersenec: Oficialmente he ingresado la denuncia a Contraloria x posibles irregularidades en compra d insumos medicos por Covid-19 n,""""
",positivo 
"#Floreana| Continuamos con la fumigación en los lugares estratégicos de la isla como medida de prevención ante el #COVID19, el trabajo se realizó en coordinación con el GAD Parroquial Santa María.
#PrevenciónEsSalud https://t.co/DCdy9u2926",positivo
"VUELVE A CIRCULAR(AgenciAne) Vespertino Ultimas Noticias de Quito, vuelve a circular  como periódico impreso tras para de 70 días por coronavirus. Medios impresos  de Ecuador al borde de la https://t.co/UJhHyopKV3 circula La Hora y parcialmente El Universo, El Comercio, Expreso",positivo
"RT @lorecoronel: El Laboratorio de la Universidad Católica de Cuenca es pionero en la
 Provincia del #Azuay 👏👏👏para realizar Pruebas PCR par…",positivo 
La tecnología permite crear insumos como mascarillas en Ecuador. Descubre esta y otras tendencias del COVID-19 en América Latina y el Caribe en esta publicación: https://t.co/I2tWC5D3Z0 https://t.co/snxtFf2U88,positivo
"La afectación en el país por el #coronavirus es grave. Según el #BancoCentral en su última proyección, las pérdidas para #Ecuador podrían ser de unos USD 15.000 millones. 
https://t.co/NFgGEjmQNy",negativo
"#Guayaquil: Relajo y aglomeración de personas en un local de dulces en Urdesa, la @PoliciaEcuador tuvo que intervenir para que l
a gente tome distanciamiento social #DiaDeLaNinez #SemáforoEc #1Jun #Anomymous #Ecuador #DiaDelNino #coronavirus @AntiradarGYE @EmergenciasEc 
https://t.co/ifzGPRa5Eu",negativo
"El microbiólogo @paulcarald, quien encabezó el equipo científico que logró secuenciar un genoma completo del #COVID19 en Ecuador, 
habló sobre la falta de cooperación entre Gobierno y Academia para la toma de decisiones durante la emergencia y los avances del virus en el país. 🔽",negativo
"[GRÁFICO] | Los contagios de #Covid19 descendieron y la evolución de casos en mayo se mantuvo estable y a la baja. Eso ha permitido relajar las restricciones. 
Daule decide pasar a verde y 15 cantones de Guayas están en amarillo. » https://t.co/MnJAoK7BWR https://t.co/qoCJ6LaSUM",positivo
#MeQuedoEnCasaConLaPrensa https://t.co/tL8Gccxxz3,positivo
"🔴#ATENCIÓN |  Xavier Solórzano: 🗣""Hoy empezó en Quito el semáforo amarillo. Lo que significa que de a poco vamos reiniciando las actividades en 
un nuevo contexto que demanda aprender a convivir con el #COVID19 que sigue circulando, tanto en el país, como en el mundo entero"". https://t.co/Ad6sUBfEUr",positivo
"pero que no acabamos en malos terminos y me cae bien, pues resulta que ha tenido un problema de salud grave no relacionado con el coronavirus. ",positivo
"🔴🔵En Ecuador se reactivan los vuelos comerciales regulares de pasajeros desde este jueves en el aeropuerto de Quito.
https://t.co/YnnNO5xm3g",positivo
" @UNSIONTV: Segun el informe de la Coordinacion de Salud, en la Zona 6 existen 1 283 casos positivos de COVID-19, Azuay tiene 847, Cañar,""""",negativo
"Una de las zonas que merece atención por su vulnerabilidad es la Sierra centro, en donde están algunos cantones
 de Tungurahua, Chimborazo, Bolívar y Cañar. En esta zona se registran considerables tasas de casos confirmados. ",negativo 
"Ecuador, cerca de los 40 mil casos confirmados de coronavirus https://t.co/QQJfQpq8IE https://t.co/KPqXdjN4ai",negativo
"Sucedió en los balnearios Olón y Montañita, que aún permanecen en semáforo en rojo. https://t.co/JKMUCUIYPG",negativo
" @kevinhurlt: Coronavirus en Ecuador: las multitudinarias protestas por las drasticas medidas economicas
 y recortes del traidor y sus com,""""",negativo 
" @Meluzambrano: Un tema muy importante para compartir junto a ustedes El entreguismo del Gobierno de @Lenin y @ottosonnenh al Fondo Mone,""""",positivo 
" @lgaslonde: Se requiere localizar con urgencia a sus familiares en Venezuela Se trata del Doctor Rommel Casanova, venezolano, Medico Pe,""""",negativo
"Hasta el momento se presentan 435 casos de #COVID19 en distintos cantones de #Cotopaxi.

-220 casos #Latacunga
-65 casos #Pujilí
-33 casos #Saquisilí
-48 casos #LaManá
-52 casos #Salcedo
10 casos #Sigchos
-7 casos #Pangua https://t.co/Eg0GWMZySK",negativo
"#CoronavirusEcuador |
Informe #COVID19 El COE Nacional

📈39.998 casos confirmados
📉3. 394 personas fallecidas 👇 https://t.co/mUyH4OYNRh",negativo
"Desde mañana, el toque de queda en #Quito será desde las 21:00 a las 05:00. » https://t.co/fj4JSPVpg9 https://t.co/SWiyuODviW",positivo
"Recomendaciones para reducir el riesgo de contagio por #COVID19 por la Dra. Carola Cedillo @CarolaCedillo, infectóloga pediatra.
""las medidas (sanitarias) deben ser sostenibles en el tiempo""📌
▶https://t.co/qAsrA9yxYo ✒@ana1alvarado @elcomerciocom
#HayExpertas #Ecuador https://t.co/JKAibooJBD",positivo
"#Quito Como otras capitales del mundo, #Quito ha apostado por el transporte en bicicleta como medio para evitar la propagación del #coronavirus. 
#DíaDelAmbiente Más detalles: https://t.co/WEfOYiEaHl #Ecuador #EmergenciaSanitaria #CoronavirusEnEcuador #Covid_19 https://t.co/AFKfCXoYwK",positivo
Por denuncias de sobreprecios en compras de insumos médicos para enfrentar al #coronavirus.,negativo
"#Atención: Según el COE Provincial, así se distribuyen los casos confirmados de #Coronavirus en los cantones de la provincia de #Loja. https://t.co/1y9kjIUSZb",positivo 
"#Ecuador🇪🇨
Coronavirus: En transporte público se debe fomentar pago electrónico de tarifas, recomienda COE-N
Ecuador entró desde este 1 de junio en nuevas normas de semaforización tras la disminución de casos, la… https://t.co/dqTmVLTnsW",positivo
"En Latinoamérica ha aumnetado el uso de la bicicleta debido a la emergencia sanitaria. Tal es el caso de Quito, Ecuador. Lee más de este cambio en la movilidad urbana: https://t.co/QAyjSaTQIf",positivo
"A partir de este 3 de junio los establecimientos turísticos pueden iniciar sus actividades previo el cumplimiento de protocolos de bioseguridad emitidos por la 
Autoridad Nacional de Turismo y aprobados por el COE-N. Los protocolos están disponibles en: https://t.co/N7NCkoPfYy https://t.co/2S4MP22Ax3",positivo
"Únete hoy!.  Contamos con nuestra propia plataforma y el sistema educativo completo. 💪🤑🔥 100% de comisiones, si trabajas ganas si no trabajas no ganas. 
 #coronavirus #TikTok #YoLeCreoaAlfaro #Cuenca #MarketingDigital #Maracaibo #Ecuador #EstadosUnidos https://t.co/4Nf6lFGp48",positivo
Más información aqui sobre el retorno al #Ecuador   https://t.co/evRqPabDW5,positivo
En Guayaquil los políticos son tan ladrones que se robaron hasta el Coronavirus https://t.co/hqTUhMMSnf,negativo
"Coronavirus: Seis surfistas sancionados por ingresar a la playa en Santa Elena
#ActualidadTuristicaEc
Diario Expreso
https://t.co/skyPdIGsB4 https://t.co/bSMe2nv9oS",negativo
"El ministro de Salud, Juan Carlos Zevallos, anunció que las ciudades en semáforo amarillo registran un descenso en la curva de contagio por #COVID19. A este dato positivo, se suma la noticia de que #Guayaquil bajó la demanda hospitalaria.
 https://t.co/NaPFbkE3PO",positivo
" @ZonalEspejo: Acata las disposiciones con responsabilidad, #QuedateEnCasa, si no lo haces estas exponiendote a ti y a los demas a un pos,""""",positivo 
"Los primeros pacientes con síntomas de #coronavirus acudieron a centro de atención temporal en vía de acceso a 
#Guayaquil ► https://t.co/X8OAFo6rOb https://t.co/4IxCMP4UrB",negativo
"Las filas de la metro vía en Guayaquil!!
Vía a Daule 
#Guayaquil #coronavirus #rts #Ecuador https://t.co/JnJBUGNfrb",negativo
"""Mientras el Gobierno anterior le quitó el rango al Ministerio de Ciencia, Tecnología e Innovación, hoy no hay manera de que ellos no tengan un lugar en la mesa""
Adrián Paenza: ""La Pandemia no va a resolver las injusticias"" | vía @eldestapeweb https://t.co/gTCqjCEq7y",negativo
"Detonan artefacto en canal de televisión en Guayaquil, foco del coronavirus en Ecuador",negativo
#Internacionales Ecuador registró 1.140 casos de coronavirus en 48 horas https://t.co/Xtm8sJtYoO https://t.co/eVgLIi3zgL,negativo
" @PiojoLopezEc: La @ONU_es ya hizo el pedido, pero en Ecuador se ha hecho caso omiso, 
y esto conlleva al contagio en las carceles de Ecua,""""",negativo 
"Ecuador reporta cerca de 40.000 infectados por coronavirus y 5.529 muertos, entre confirmados y probables https://t.co/NpmATdn6eO vía @ACUtv",negativo
" @GobiernodManabi: En El Cady de Colon del canton #Portoviejo dos brigadas moviles de salud del 
#GobiernoDeManabi realizaron visitas domi,""""",positivo 
"#INFORMACION ℹℹ

Muertes por #covid19 por cada millón de habitantes

Belgica 819
España 580
UK 575
Italia 554
Francia 442
Suecia 436
PaisesBajos 348
EEUU 323
Suiza 222
Canada 194
Ecuador 191
Brasil 141
Peru 141
Portugal 140
Alemania 103
Iran 94

#coronavirus 
#PandemiaCOVID19 https://t.co/FHzUIoNTHW",negativo
"#ATENCIÓN
Mapa de casos detectados por provincia coronavirus en Ecuador. https://t.co/Fy0n2yoLWT",positivo
"Ecuador, fuertemente afectado por el #COVID19, reanudó  los vuelos comerciales domésticos y retomará los internacionales en el transcurrir de la semana. 
Redujo de 15 a 11 horas el toque de queda, flexibilixando aún más el confinamiento impuesto desde marzo por la pandemia. https://t.co/9dTQaIoxdt",positivo
"@Bogota @ClaudiaLopez Si estando en cuarentena el pais ya va en 23330 casos entonces q va a pasar el 1 de junio cua ,""""
",negativo 
Liga de Quito realiza pruebas de coronavirus al plantel profesional en el Rodrigo Paz https://t.co/5meuQVS19t,positivo
"📌IMPORTANTE  La mejor forma de combatir el virus es con una correcta higiene. Lavarse las manos con abundante jabón, continuamente ayuda a prevenir la 
posibilidad de contagio del coronavirus.  #NosCuidamosTodos respetando las normas y restricciones necesarias. https://t.co/N6wXeSTIwe",positivo
"#Cuenca El Ayuntamiento se muestra satisfecho con la reapertura del mercadillo y 
espera ampliar puestos en las prox ,""""",positivo 
"Embajadas de Ecuador en Ottawa y de Canada en Quito coordinan acciones de cooperacion humanitaria 
canadiense al Ecu ,""""",positivo
RT @elcomerciocom: #Covid19 | La Empresa Metropolitana de Gestión de Residuos Sólidos (Emgirs) se pronuncia por levantamientos de cadáveres…,positivo
"Casos de coronavirus en #Ecuador: viernes 5 de junio: 42 106 confirmados, 3592 fallecidos https://t.co/OePSPstCt2",negativo
#AEcuadorLoSacamosTodos https://t.co/4YrAqdtTwz,positivo
" @ServiAeroQuito: Acata las disposiciones con responsabilidad, #QuedateEnCasa, si no lo haces estas exponiendote a ti y a los demas a un,""""",positivo 
"El coronavirus no puede matar al Ecuador, porque el Ecuador se murió el día que nos quitaron a Jaime Roldos.",negativo
Ecuador reanuda vuelos en aeropuertos y reduce el toque de queda https://t.co/Qt519pAxW5 https://t.co/R2XwkvHM8L,positivo
"🦠 CRISIS DEL #CORONAVIRUS
🚑 #Andalucía envía 30 respiradores con el sello de @infoUMA a Ecuador para ayudar en la lucha contra el #Covid_19 https://t.co/wb7nB5zwDd",positivo
#FútbolEC Pese a todos los inconvenientes dados en las últimas horas @LDU_Oficial hizo las pruebas de 'coronavirus' ; https://t.co/XenWFBLW3X https://t.co/DEJbxwW95x,positivo
" @FFAAECUADOR: Soldados de la II DE Libertad, participaron de una actividad ludica a cargo del comediante Tomas Delgado, dirigida a elev,""""",positivo 
"@melnicksergio Hmmm revisen las cuentas del señor Soros.. huele todo muy raro... protestas en argentina, Alemania, España, chile, ecuador, Francia (de los que me acuerdo) + coronavirus.. y sumémosle el financiamiento a frente amplio de este señor.. no sé.. ¿muy Salfate?",negativo
"#ATENCIÓN Se reportan casos de CoVID19 en centros de acogida de adultos mayores en Tungurahua. 
Lea la nota completa ➡️ https://t.co/ZbBQHgQsVG https://t.co/eehHds7yfb",negativo
"El doctor Eugenio Suárez Utria, que trabajaba en Guayaquil, es el segundo médico cubano que fallece en Ecuador a causa de la COVID-19.  https://t.co/teC9bS8sru",negativo
" @FFAAECUADOR: #Guayas| El Comando Logistico N° 74 Huancavilca, en apoyo al Municipio de Guayaquil, instalo dos carpas climatizadas en l,""""
",positivo 
"Te invitamos a revisar los resultados de la nueva encuesta sobre el #Coronavirus y el impacto político en #Ecuador🇪🇨 Mayo 2020. El sondeo se hizo en 15 cantones del país.
Ingresa al siguiente el siguiente link: https://t.co/wujyooaWpS
#TomandoElPulsoCiudadano #Encuesta📊 https://t.co/JnoWrt7onn",positivo
" @UdeGuayaquil: Reglamento emergente para el retorno progresivo de actividades laborales en planta central de la Universidad de Guayaquil,""""
",positivo 
RT @goberazuay: ¡Azuay fortalece su sistema de salud!,positivo 
"#Coronavirus #01Jun
Sudamérica
Ranking MUERTES
🔟 Países

🇧🇷Brasil
🇵🇪Perú
🇪🇨Ecuador
🇨🇱Chile
🇨🇴Colombia
🇦🇷Argentina
🇧🇴Bolivia
🇺🇾Uruguay
🇻🇪Venezuela
🇬🇾Guyana https://t.co/qIuvZwf7AL",negativo
" @gadguano: #Chimborazo | Infografia emergencia sanitaria por COVID-19 en la provincia, con corte 11:30 del lunes 25 de mayo de 2020  Da,""""",negativo
Ecuador reanuda vuelos en aeropuertos y reduce el toque de queda https://t.co/4wfC4m1V25 a través de @diariocorreo,positivo
RT @CancilleriaVE: Min. Para el Turismo y Comercio Exterior @PLASENCIAFELIX se reunio con el Emb. de la Republica Argelina Democratica y Po…,positivo 
"La Ley es para todos. Qué pasa con los demás casos en el país, denunciados por la opinión pública y en los que hay evidente sobreprecio ? 
TODOS deben ser enjuiciados.  #Ecuador #coronavirus @FiscaliaEcuador https://t.co/0RZRHc9ic2",negativo
"#CoronavirusEmergenciaNacional En el Hospital de los @SSO_GobOax en 
Tuxtepec se destinaron 18 de las 65 camas dispo ,""""",positivo 
"#COVID19 #AEcuadorLoSacamosTodos #ecuador #cuenca #guayaquil #quito #loja #ambato #azuay #guaranda #carchi
 #ambato #pichincha #otavalo #tulcan #ríobamba #chimborazo #loja #ambato https://t.co/5jHmqrJFHJ",positivo 
"Efectivos del Municipio de Quito participaron en el control sancionatorio interinstitucional del 'Toque de Queda', para verificar el cumplimiento de 
medidas sanitarias preventivas y evitar la propagación del #COVID19. #DisciplinaParaVolver #ConMedidasSalvamosVidas https://t.co/aznlZBLadK",positivo
"Cambio en el título y la bajada
https://t.co/ZKHXxi8p13 https://t.co/hZWEtotTHV",positivo
"@Actualidad Debe ser el pais mas exitos para controlar el COVID Solo el Guayaquil deben haber 
280000 contagiado ,""""",negativo 
Barcelona Sporting Club registró su primer caso positivo de coronavirus- https://t.co/0r10ISULlR #Ecuador #Covid19 @BarcelonaBSC #1Jun https://t.co/F8uFXZArmO,negativo
"Esta vez, además de castigados por la pandemia, el #COVID19 también les quitó su festejo https://t.co/iuLfterkAC",negativo
" @MachalaMovil: ¡Atencion! 5 pacientes fueron dado de alta hospitalaria del area Covid-19 del Hospital Teofilo Davila de #Machala, en tot,""""",positivo 
" @paultutiven: ATENTOS: Desde el martes 2 de Junio Daule se convierte en el segundo canton del pais en pasar a semaforo verde - Daule fu,""""",negativo
"#Coronavirus #01Jun
Sudamérica
Ranking CONFIRMADOS
[Total Casos]

1. 🇧🇷Brasil
2. 🇵🇪Perú
3. 🇨🇱Chile
4. 🇪🇨Ecuador
5. 🇨🇴Colombia
6. 🇦🇷Argentina
7. 🇧🇴Bolivia
8. 🇻🇪Venezuela
9. 🇵🇾Paraguay
10. 🇺🇾Uruguay https://t.co/yydMm8CtvT",negativo
"El síndrome inflamatorio multisistémico, evento asociado al #COVID19 que afecta a niños y jóvenes, se incluirá en informes del #CoronavirusEnEcuador ► https://t.co/LXucgsKrrD https://t.co/I3DGEftq9K",negativo
" @Heraldocanar: #IMPOANTE Segun las ultimas cifras proporcionadas por la Coordinacion Zonal 6 de Salud, Azogues es el canton que regist,""""",negativo
"Casos de coronavirus en Ecuador: viernes 5 de junio: 42 106 confirmados, 3592 fallecidos https://t.co/YufA4NVOiP @elyex",negativo
Gracias @aciprensa por publicar la investigación de @ADFINTL sobre Ecuador y @OMS. “Esta última evidencia de los esfuerzos de la ONU para forzar cambios en las leyes de aborto bajo el pretexto del alivio del coronavirus constituye una violación atroz de la soberanía del estado”. https://t.co/C8EPMKSJXS,positivo
"Solo los pasajeros que cuenten con sus documentos -cédulas, pasaportes, pasajes y reservas- podrán ingresar al Aerpuerto Mariscal Sucre. » https://t.co/fj4JSPVpg9 https://t.co/v7pKo32yKl",positivo
Colombia se acerca a las mil víctimas mortales por el coronavirus. AFP: Los hospitales en Perú están al borde del colapso por aumento en casos de coronavirus. AFP: Ecuador reanuda vuelos de pasajeros y reduce toque de queda en medio de pandemia.,negativo
41 575 casos confirmados de coronavirus en Ecuador https://t.co/iVR4vCZYbR https://t.co/QZkIawhf56,negativo
